img,text0,text1,text2,text3,text4,text5
./subject_000_qt_level_10/front.png,0.23370634,0.76629364,0.74316794,0.256832,0.36658975,0.6334103
./subject_000_qt_level_10/left.png,0.30735803,0.692642,0.5273165,0.47268346,0.24220563,0.7577944
./subject_000_qt_level_7/front.png,0.18242551,0.81757444,0.5926666,0.40733343,0.32082132,0.6791787
./subject_000_qt_level_7/left.png,0.20946969,0.7905303,0.32423538,0.6757646,0.16238002,0.83761996
./subject_000_qt_level_8/front.png,0.22541662,0.7745834,0.70578504,0.29421496,0.32082132,0.6791787
./subject_000_qt_level_8/left.png,0.29746994,0.7025301,0.44552955,0.5544705,0.30074558,0.6992544
./subject_000_qt_level_9/front.png,0.21733752,0.7826625,0.7090191,0.29098085,0.3415825,0.6584175
./subject_000_qt_level_9/left.png,0.30074558,0.6992544,0.5544705,0.44552955,0.26894143,0.73105854
./subject_000_simp_rate_0.05/front.png,0.30404165,0.6959583,0.7401744,0.25982565,0.32082132,0.6791787
./subject_000_simp_rate_0.05/left.png,0.28776783,0.7122322,0.7279754,0.27202457,0.253861,0.746139
./subject_000_simp_rate_0.1/front.png,0.23091975,0.7690802,0.7185944,0.2814056,0.3451053,0.6548947
./subject_000_simp_rate_0.1/left.png,0.27202457,0.7279754,0.62977463,0.37022537,0.2043419,0.79565805
./subject_000_simp_rate_0.2/front.png,0.26284185,0.7371582,0.746139,0.253861,0.39981166,0.6001883
./subject_000_simp_rate_0.2/left.png,0.33458945,0.6654106,0.5506074,0.44939265,0.19930801,0.80069196
./subject_000_simp_rate_0.4/front.png,0.25982565,0.7401744,0.7490872,0.2509128,0.40733343,0.5926666
./subject_000_simp_rate_0.4/left.png,0.3415825,0.6584175,0.5851011,0.4148988,0.23651622,0.7634837
./subject_000_sub_rate_16/front.png,0.20689406,0.79310596,0.5544705,0.44552955,0.14414886,0.8558512
./subject_000_sub_rate_16/left.png,0.23370634,0.76629364,0.28776783,0.7122322,0.025957357,0.9740426
./subject_000_sub_rate_2/front.png,0.2509128,0.7490872,0.754915,0.24508502,0.39981166,0.6001883
./subject_000_sub_rate_2/left.png,0.256832,0.74316794,0.6001883,0.39981166,0.20689406,0.79310596
./subject_000_sub_rate_4/front.png,0.24798743,0.75201255,0.73411953,0.2658805,0.38491216,0.61508787
./subject_000_sub_rate_4/left.png,0.24798743,0.75201255,0.62245935,0.37754068,0.20946969,0.7905303
./subject_000_sub_rate_8/front.png,0.253861,0.746139,0.7401744,0.25982565,0.3174263,0.68257374
./subject_000_sub_rate_8/left.png,0.18242551,0.81757444,0.4610168,0.5389832,0.06560483,0.93439513
./subject_002_cn_sigma_20/front.png,0.24798743,0.75201255,0.6001883,0.39981166,0.6992544,0.30074558
./subject_002_cn_sigma_20/left.png,0.47657967,0.5234204,0.6688803,0.33111975,0.7090191,0.29098085
./subject_002_cn_sigma_40/front.png,0.26284185,0.7371582,0.5774954,0.42250463,0.7371582,0.26284185
./subject_002_cn_sigma_40/left.png,0.45326188,0.54673815,0.64779824,0.3522018,0.64779824,0.3522018
./subject_002_cn_sigma_60/front.png,0.27512974,0.7248703,0.5621765,0.4378235,0.80069196,0.19930801
./subject_002_cn_sigma_60/left.png,0.41111085,0.5888891,0.61878043,0.38121957,0.5851011,0.4148988
./subject_002_cn_sigma_80/front.png,0.2814056,0.7185944,0.5774954,0.42250463,0.7577944,0.24220563
./subject_002_cn_sigma_80/left.png,0.4186969,0.58130306,0.61138195,0.388618,0.5888891,0.41111085
./subject_002_gn_sigma_0.05/front.png,0.26894143,0.73105854,0.5926666,0.40733343,0.61508787,0.38491216
./subject_002_gn_sigma_0.05/left.png,0.3415825,0.6584175,0.5774954,0.42250463,0.5273165,0.47268346
./subject_002_gn_sigma_0.1/front.png,0.29421496,0.70578504,0.57367843,0.4263216,0.62977463,0.37022537
./subject_002_gn_sigma_0.1/left.png,0.29421496,0.70578504,0.5621765,0.4378235,0.5312094,0.46879065
./subject_002_gn_sigma_0.15/front.png,0.27202457,0.7279754,0.5312094,0.46879065,0.58130306,0.4186969
./subject_002_gn_sigma_0.15/left.png,0.2509128,0.7490872,0.58130306,0.4186969,0.4882834,0.5117166
./subject_002_gn_sigma_0.2/front.png,0.2043419,0.79565805,0.44939265,0.5506074,0.5,0.5
./subject_002_gn_sigma_0.2/left.png,0.24508502,0.754915,0.4843801,0.51561993,0.4263216,0.57367843
./subject_002_jpeg_q_10/front.png,0.2509128,0.7490872,0.5389832,0.4610168,0.62245935,0.37754068
./subject_002_jpeg_q_10/left.png,0.3106944,0.6893056,0.51952136,0.48047867,0.36658975,0.6334103
./subject_002_jpeg_q_15/front.png,0.25982565,0.7401744,0.57367843,0.4263216,0.6959583,0.30404165
./subject_002_jpeg_q_15/left.png,0.32082132,0.6791787,0.5621765,0.4378235,0.4378235,0.5621765
./subject_002_jpeg_q_20/front.png,0.24798743,0.75201255,0.61138195,0.388618,0.73105854,0.26894143
./subject_002_jpeg_q_20/left.png,0.3522018,0.64779824,0.6442251,0.35577488,0.55832696,0.441673
./subject_002_jpeg_q_3/front.png,0.1732882,0.8267118,0.44552955,0.5544705,0.36658975,0.6334103
./subject_002_jpeg_q_3/left.png,0.24220563,0.7577944,0.3174263,0.68257374,0.4035669,0.59643316
./subject_002_qp_level_6/front.png,0.28776783,0.7122322,0.16885696,0.8311431,0.1732882,0.8267118
./subject_002_qp_level_6/left.png,0.23370634,0.76629364,0.096705794,0.9032942,0.018546565,0.9814534
./subject_002_qp_level_7/front.png,0.21469142,0.78530854,0.17781086,0.8221891,0.086323485,0.91367656
./subject_002_qp_level_7/left.png,0.19930801,0.80069196,0.32082132,0.6791787,0.13477592,0.86522406
./subject_002_qp_level_8/front.png,0.21206881,0.7879312,0.37387583,0.6261242,0.22000709,0.7799929
./subject_002_qp_level_8/left.png,0.41111085,0.5888891,0.62245935,0.37754068,0.36658975,0.6334103
./subject_002_qp_level_9/front.png,0.21469142,0.78530854,0.55832696,0.441673,0.51561993,0.4843801
./subject_002_qp_level_9/left.png,0.26284185,0.7371582,0.5621765,0.4378235,0.51952136,0.48047867
./subject_002_qt_level_10/front.png,0.26284185,0.7371582,0.5851011,0.4148988,0.6442251,0.35577488
./subject_002_qt_level_10/left.png,0.35936415,0.6406359,0.58130306,0.4186969,0.5506074,0.44939265
./subject_002_qt_level_7/front.png,0.20689406,0.79310596,0.5,0.5,0.48047867,0.51952136
./subject_002_qt_level_7/left.png,0.253861,0.746139,0.18952109,0.81047887,0.32423538,0.6757646
./subject_002_qt_level_8/front.png,0.24508502,0.754915,0.5544705,0.44552955,0.5621765,0.4378235
./subject_002_qt_level_8/left.png,0.30074558,0.6992544,0.46490157,0.53509843,0.45713675,0.5428633
./subject_002_qt_level_9/front.png,0.2658805,0.73411953,0.5926666,0.40733343,0.6757646,0.32423538
./subject_002_qt_level_9/left.png,0.3522018,0.64779824,0.5660185,0.43398148,0.5544705,0.44552955
./subject_002_simp_rate_0.05/front.png,0.256832,0.74316794,0.5544705,0.44552955,0.54673815,0.45326188
./subject_002_simp_rate_0.05/left.png,0.4378235,0.5621765,0.5660185,0.43398148,0.5851011,0.4148988
./subject_002_simp_rate_0.1/front.png,0.27512974,0.7248703,0.5926666,0.40733343,0.61138195,0.388618
./subject_002_simp_rate_0.1/left.png,0.44552955,0.5544705,0.5428633,0.45713675,0.54673815,0.45326188
./subject_002_simp_rate_0.2/front.png,0.256832,0.74316794,0.5851011,0.4148988,0.63703084,0.36296922
./subject_002_simp_rate_0.2/left.png,0.43398148,0.5660185,0.6001883,0.39981166,0.6039318,0.39606816
./subject_002_simp_rate_0.4/front.png,0.253861,0.746139,0.56985265,0.43014732,0.63703084,0.36296922
./subject_002_simp_rate_0.4/left.png,0.41111085,0.5888891,0.61138195,0.388618,0.59643316,0.4035669
./subject_002_sub_rate_16/front.png,0.20689406,0.79310596,0.5621765,0.4378235,0.29746994,0.7025301
./subject_002_sub_rate_16/left.png,0.26894143,0.73105854,0.37754068,0.62245935,0.14414886,0.8558512
./subject_002_sub_rate_2/front.png,0.26284185,0.7371582,0.6001883,0.39981166,0.63703084,0.36296922
./subject_002_sub_rate_2/left.png,0.35936415,0.6406359,0.6584175,0.3415825,0.5926666,0.40733343
./subject_002_sub_rate_4/front.png,0.26284185,0.7371582,0.62245935,0.37754068,0.6723317,0.3276683
./subject_002_sub_rate_4/left.png,0.3174263,0.68257374,0.62977463,0.37022537,0.5039062,0.49609384
./subject_002_sub_rate_8/front.png,0.256832,0.74316794,0.62245935,0.37754068,0.6001883,0.39981166
./subject_002_sub_rate_8/left.png,0.28776783,0.7122322,0.5544705,0.44552955,0.38491216,0.61508787
./subject_006_cn_sigma_20/front.png,0.34864515,0.6513549,0.754915,0.24508502,0.7217432,0.2782568
./subject_006_cn_sigma_20/left.png,0.5851011,0.4148988,0.80069196,0.19930801,0.6893056,0.3106944
./subject_006_cn_sigma_40/front.png,0.3451053,0.6548947,0.75201255,0.24798743,0.7490872,0.2509128
./subject_006_cn_sigma_40/left.png,0.5888891,0.41111085,0.78530854,0.21469142,0.715424,0.284576
./subject_006_cn_sigma_60/front.png,0.3415825,0.6584175,0.70578504,0.29421496,0.74316794,0.256832
./subject_006_cn_sigma_60/left.png,0.56985265,0.43014732,0.715424,0.284576,0.62245935,0.37754068
./subject_006_cn_sigma_80/front.png,0.37754068,0.62245935,0.7122322,0.28776783,0.75201255,0.24798743
./subject_006_cn_sigma_80/left.png,0.4843801,0.51561993,0.6959583,0.30404165,0.5039062,0.49609384
./subject_006_gn_sigma_0.05/front.png,0.30074558,0.6992544,0.7090191,0.29098085,0.64779824,0.3522018
./subject_006_gn_sigma_0.05/left.png,0.49218813,0.50781184,0.715424,0.284576,0.5039062,0.49609384
./subject_006_gn_sigma_0.1/front.png,0.28776783,0.7122322,0.6893056,0.3106944,0.6039318,0.39606816
./subject_006_gn_sigma_0.1/left.png,0.41111085,0.5888891,0.6513549,0.34864515,0.42250463,0.5774954
./subject_006_gn_sigma_0.15/front.png,0.24798743,0.75201255,0.61138195,0.388618,0.4882834,0.5117166
./subject_006_gn_sigma_0.15/left.png,0.4882834,0.5117166,0.6001883,0.39981166,0.50781184,0.49218813
./subject_006_gn_sigma_0.2/front.png,0.20181322,0.7981868,0.5273165,0.47268346,0.4148988,0.5851011
./subject_006_gn_sigma_0.2/left.png,0.4186969,0.58130306,0.48047867,0.51952136,0.38121957,0.61878043
./subject_006_jpeg_q_10/front.png,0.30735803,0.692642,0.6893056,0.3106944,0.57367843,0.4263216
./subject_006_jpeg_q_10/left.png,0.4263216,0.57367843,0.5389832,0.4610168,0.28776783,0.7122322
./subject_006_jpeg_q_15/front.png,0.36296922,0.63703084,0.73411953,0.2658805,0.6959583,0.30404165
./subject_006_jpeg_q_15/left.png,0.5039062,0.49609384,0.6688803,0.33111975,0.3106944,0.6893056
./subject_006_jpeg_q_20/front.png,0.3451053,0.6548947,0.7690802,0.23091975,0.6791787,0.32082132
./subject_006_jpeg_q_20/left.png,0.49609384,0.5039062,0.6513549,0.34864515,0.3276683,0.6723317
./subject_006_jpeg_q_3/front.png,0.256832,0.74316794,0.5,0.5,0.4610168,0.5389832
./subject_006_jpeg_q_3/left.png,0.3276683,0.6723317,0.29421496,0.70578504,0.22815649,0.7718435
./subject_006_qp_level_6/front.png,0.20946969,0.7905303,0.1480472,0.85195285,0.088820286,0.91117966
./subject_006_qp_level_6/left.png,0.30404165,0.6959583,0.124213,0.87578696,0.043365803,0.9566342
./subject_006_qp_level_7/front.png,0.18952109,0.81047887,0.25982565,0.7401744,0.14223188,0.85776806
./subject_006_qp_level_7/left.png,0.4610168,0.5389832,0.256832,0.74316794,0.041462272,0.9585377
./subject_006_qp_level_8/front.png,0.256832,0.74316794,0.5428633,0.45713675,0.30735803,0.692642
./subject_006_qp_level_8/left.png,0.51952136,0.48047867,0.5039062,0.49609384,0.253861,0.746139
./subject_006_qp_level_9/front.png,0.284576,0.715424,0.73105854,0.26894143,0.6688803,0.33111975
./subject_006_qp_level_9/left.png,0.44939265,0.5506074,0.5273165,0.47268346,0.46879065,0.5312094
./subject_006_qt_level_10/front.png,0.3106944,0.6893056,0.7279754,0.27202457,0.61878043,0.38121957
./subject_006_qt_level_10/left.png,0.53509843,0.46490157,0.73105854,0.26894143,0.50781184,0.49218813
./subject_006_qt_level_7/front.png,0.23934935,0.7606507,0.53509843,0.46490157,0.47657967,0.5234204
./subject_006_qt_level_7/left.png,0.30404165,0.6959583,0.19930801,0.80069196,0.1127954,0.8872046
./subject_006_qt_level_8/front.png,0.29746994,0.7025301,0.6893056,0.3106944,0.5273165,0.47268346
./subject_006_qt_level_8/left.png,0.46490157,0.53509843,0.51561993,0.4843801,0.3106944,0.6893056
./subject_006_qt_level_9/front.png,0.30404165,0.6959583,0.715424,0.284576,0.6001883,0.39981166
./subject_006_qt_level_9/left.png,0.53509843,0.46490157,0.7217432,0.2782568,0.50781184,0.49218813
./subject_006_simp_rate_0.05/front.png,0.33458945,0.6654106,0.715424,0.284576,0.5660185,0.43398148
./subject_006_simp_rate_0.05/left.png,0.5851011,0.4148988,0.6959583,0.30404165,0.33807713,0.6619229
./subject_006_simp_rate_0.1/front.png,0.3415825,0.6584175,0.75201255,0.24798743,0.62977463,0.37022537
./subject_006_simp_rate_0.1/left.png,0.5273165,0.47268346,0.6688803,0.33111975,0.38121957,0.61878043
./subject_006_simp_rate_0.2/front.png,0.3276683,0.6723317,0.7279754,0.27202457,0.63703084,0.36296922
./subject_006_simp_rate_0.2/left.png,0.5544705,0.44552955,0.7025301,0.29746994,0.44939265,0.5506074
./subject_006_simp_rate_0.4/front.png,0.3415825,0.6584175,0.74316794,0.256832,0.63703084,0.36296922
./subject_006_simp_rate_0.4/left.png,0.58130306,0.4186969,0.73105854,0.26894143,0.5039062,0.49609384
./subject_006_sub_rate_16/front.png,0.284576,0.715424,0.61508787,0.38491216,0.15203224,0.84796774
./subject_006_sub_rate_16/left.png,0.30074558,0.6992544,0.3276683,0.6723317,0.067546695,0.9324533
./subject_006_sub_rate_2/front.png,0.3174263,0.68257374,0.7490872,0.2509128,0.62245935,0.37754068
./subject_006_sub_rate_2/left.png,0.5389832,0.4610168,0.754915,0.24508502,0.4610168,0.5389832
./subject_006_sub_rate_4/front.png,0.3276683,0.6723317,0.7401744,0.25982565,0.61138195,0.388618
./subject_006_sub_rate_4/left.png,0.47657967,0.5234204,0.7634837,0.23651622,0.46879065,0.5312094
./subject_006_sub_rate_8/front.png,0.32082132,0.6791787,0.7122322,0.28776783,0.4882834,0.5117166
./subject_006_sub_rate_8/left.png,0.34864515,0.6513549,0.5544705,0.44552955,0.2509128,0.7490872
./subject_007_cn_sigma_20/front.png,0.42250463,0.5774954,0.7248703,0.27512974,0.9219218,0.07807816
./subject_007_cn_sigma_20/left.png,0.36658975,0.6334103,0.49609384,0.5039062,0.6688803,0.33111975
./subject_007_cn_sigma_40/front.png,0.39981166,0.6001883,0.70578504,0.29421496,0.9219218,0.07807816
./subject_007_cn_sigma_40/left.png,0.38121957,0.61878043,0.46879065,0.5312094,0.746139,0.253861
./subject_007_cn_sigma_60/front.png,0.39981166,0.6001883,0.7122322,0.28776783,0.9252299,0.07477004
./subject_007_cn_sigma_60/left.png,0.2814056,0.7185944,0.33458945,0.6654106,0.6513549,0.34864515
./subject_007_cn_sigma_80/front.png,0.38491216,0.61508787,0.62977463,0.37022537,0.8723474,0.12765263
./subject_007_cn_sigma_80/left.png,0.23651622,0.7634837,0.23934935,0.7606507,0.54673815,0.45326188
./subject_007_gn_sigma_0.05/front.png,0.3415825,0.6584175,0.6893056,0.3106944,0.8418256,0.15817435
./subject_007_gn_sigma_0.05/left.png,0.253861,0.746139,0.441673,0.55832696,0.3174263,0.68257374
./subject_007_gn_sigma_0.1/front.png,0.29098085,0.7090191,0.6548947,0.3451053,0.7905303,0.20946969
./subject_007_gn_sigma_0.1/left.png,0.23370634,0.76629364,0.32423538,0.6757646,0.24798743,0.75201255
./subject_007_gn_sigma_0.15/front.png,0.32423538,0.6757646,0.6076632,0.39233685,0.7772999,0.22270015
./subject_007_gn_sigma_0.15/left.png,0.18952109,0.81047887,0.29746994,0.7025301,0.22270015,0.7772999
./subject_007_gn_sigma_0.2/front.png,0.284576,0.715424,0.61878043,0.38121957,0.754915,0.24508502
./subject_007_gn_sigma_0.2/left.png,0.2043419,0.79565805,0.22000709,0.7799929,0.21469142,0.78530854
./subject_007_jpeg_q_10/front.png,0.39981166,0.6001883,0.6654106,0.33458945,0.8596637,0.14033625
./subject_007_jpeg_q_10/left.png,0.23370634,0.76629364,0.2658805,0.73411953,0.45326188,0.54673815
./subject_007_jpeg_q_15/front.png,0.4378235,0.5621765,0.7217432,0.2782568,0.9032942,0.096705794
./subject_007_jpeg_q_15/left.png,0.36296922,0.63703084,0.4263216,0.57367843,0.6992544,0.30074558
./subject_007_jpeg_q_20/front.png,0.39981166,0.6001883,0.7217432,0.2782568,0.87914675,0.12085323
./subject_007_jpeg_q_20/left.png,0.3415825,0.6584175,0.55832696,0.441673,0.55832696,0.441673
./subject_007_jpeg_q_3/front.png,0.31405056,0.68594944,0.47657967,0.5234204,0.61138195,0.388618
./subject_007_jpeg_q_3/left.png,0.15405756,0.84594244,0.22000709,0.7799929,0.124213,0.87578696
./subject_007_qp_level_6/front.png,0.3415825,0.6584175,0.16885696,0.8311431,0.1561049,0.84389514
./subject_007_qp_level_6/left.png,0.20689406,0.79310596,0.08756385,0.9124362,0.041462272,0.9585377
./subject_007_qp_level_7/front.png,0.19436783,0.8056322,0.18952109,0.81047887,0.31405056,0.68594944
./subject_007_qp_level_7/left.png,0.18242551,0.81757444,0.23370634,0.76629364,0.13117322,0.8688268
./subject_007_qp_level_8/front.png,0.3174263,0.68257374,0.4882834,0.5117166,0.51561993,0.4843801
./subject_007_qp_level_8/left.png,0.2509128,0.7490872,0.4882834,0.5117166,0.46879065,0.5312094
./subject_007_qp_level_9/front.png,0.3276683,0.6723317,0.5926666,0.40733343,0.7090191,0.29098085
./subject_007_qp_level_9/left.png,0.3522018,0.64779824,0.44552955,0.5544705,0.5544705,0.44552955
./subject_007_qt_level_10/front.png,0.35577488,0.6442251,0.7122322,0.28776783,0.8740772,0.12592277
./subject_007_qt_level_10/left.png,0.284576,0.715424,0.37387583,0.6261242,0.4186969,0.58130306
./subject_007_qt_level_7/front.png,0.2782568,0.7217432,0.6001883,0.39981166,0.7185944,0.2814056
./subject_007_qt_level_7/left.png,0.20689406,0.79310596,0.3174263,0.68257374,0.3276683,0.6723317
./subject_007_qt_level_8/front.png,0.3415825,0.6584175,0.6513549,0.34864515,0.86153823,0.1384618
./subject_007_qt_level_8/left.png,0.30074558,0.6992544,0.3174263,0.68257374,0.4186969,0.58130306
./subject_007_qt_level_9/front.png,0.34864515,0.6513549,0.6893056,0.3106944,0.8596637,0.14033625
./subject_007_qt_level_9/left.png,0.30074558,0.6992544,0.388618,0.61138195,0.4378235,0.5621765
./subject_007_simp_rate_0.05/front.png,0.38491216,0.61508787,0.7217432,0.2782568,0.7879312,0.21206881
./subject_007_simp_rate_0.05/left.png,0.30074558,0.6992544,0.39233685,0.6076632,0.15817435,0.8418256
./subject_007_simp_rate_0.1/front.png,0.36296922,0.63703084,0.7090191,0.29098085,0.79310596,0.20689406
./subject_007_simp_rate_0.1/left.png,0.32423538,0.6757646,0.4378235,0.5621765,0.28776783,0.7122322
./subject_007_simp_rate_0.2/front.png,0.39233685,0.6076632,0.73411953,0.2658805,0.8596637,0.14033625
./subject_007_simp_rate_0.2/left.png,0.3276683,0.6723317,0.45713675,0.5428633,0.33807713,0.6619229
./subject_007_simp_rate_0.4/front.png,0.4148988,0.5851011,0.73105854,0.26894143,0.8824279,0.117572136
./subject_007_simp_rate_0.4/left.png,0.31405056,0.68594944,0.4035669,0.59643316,0.43014732,0.56985265
./subject_007_sub_rate_16/front.png,0.36296922,0.63703084,0.5851011,0.4148988,0.5544705,0.44552955
./subject_007_sub_rate_16/left.png,0.27512974,0.7248703,0.39233685,0.6076632,0.18242551,0.81757444
./subject_007_sub_rate_2/front.png,0.40733343,0.5926666,0.7248703,0.27512974,0.891811,0.10818895
./subject_007_sub_rate_2/left.png,0.3415825,0.6584175,0.4186969,0.58130306,0.45326188,0.54673815
./subject_007_sub_rate_4/front.png,0.42250463,0.5774954,0.73105854,0.26894143,0.8976953,0.102304704
./subject_007_sub_rate_4/left.png,0.3522018,0.64779824,0.44552955,0.5544705,0.47657967,0.5234204
./subject_007_sub_rate_8/front.png,0.37022537,0.62977463,0.6513549,0.34864515,0.8031738,0.1968262
./subject_007_sub_rate_8/left.png,0.2814056,0.7185944,0.41111085,0.5888891,0.37387583,0.6261242
./subject_008_cn_sigma_20/front.png,0.22815649,0.7718435,0.6261242,0.37387583,0.76629364,0.23370634
./subject_008_cn_sigma_20/left.png,0.50781184,0.49218813,0.6893056,0.3106944,0.47657967,0.5234204
./subject_008_cn_sigma_40/front.png,0.20689406,0.79310596,0.5389832,0.4610168,0.7490872,0.2509128
./subject_008_cn_sigma_40/left.png,0.4882834,0.5117166,0.57367843,0.4263216,0.46879065,0.5312094
./subject_008_cn_sigma_60/front.png,0.1666754,0.8333246,0.5389832,0.4610168,0.7090191,0.29098085
./subject_008_cn_sigma_60/left.png,0.40733343,0.5926666,0.5428633,0.45713675,0.4378235,0.5621765
./subject_008_cn_sigma_80/front.png,0.11920292,0.880797,0.47268346,0.5273165,0.6039318,0.39606816
./subject_008_cn_sigma_80/left.png,0.3522018,0.64779824,0.39606816,0.6039318,0.29746994,0.7025301
./subject_008_gn_sigma_0.05/front.png,0.20689406,0.79310596,0.59643316,0.4035669,0.62977463,0.37022537
./subject_008_gn_sigma_0.05/left.png,0.4263216,0.57367843,0.6001883,0.39981166,0.30074558,0.6992544
./subject_008_gn_sigma_0.1/front.png,0.18242551,0.81757444,0.5774954,0.42250463,0.6076632,0.39233685
./subject_008_gn_sigma_0.1/left.png,0.33111975,0.6688803,0.5544705,0.44552955,0.3174263,0.68257374
./subject_008_gn_sigma_0.15/front.png,0.21469142,0.78530854,0.6001883,0.39981166,0.68257374,0.3174263
./subject_008_gn_sigma_0.15/left.png,0.27512974,0.7248703,0.47268346,0.5273165,0.3106944,0.6893056
./subject_008_gn_sigma_0.2/front.png,0.19436783,0.8056322,0.45326188,0.54673815,0.62245935,0.37754068
./subject_008_gn_sigma_0.2/left.png,0.2782568,0.7217432,0.44552955,0.5544705,0.23651622,0.7634837
./subject_008_jpeg_q_10/front.png,0.22270015,0.7772999,0.5428633,0.45713675,0.5544705,0.44552955
./subject_008_jpeg_q_10/left.png,0.35577488,0.6442251,0.38491216,0.61508787,0.26284185,0.7371582
./subject_008_jpeg_q_15/front.png,0.23091975,0.7690802,0.6076632,0.39233685,0.6619229,0.33807713
./subject_008_jpeg_q_15/left.png,0.37387583,0.6261242,0.33458945,0.6654106,0.17553806,0.8244619
./subject_008_jpeg_q_20/front.png,0.23370634,0.76629364,0.5544705,0.44552955,0.64779824,0.3522018
./subject_008_jpeg_q_20/left.png,0.3174263,0.68257374,0.4378235,0.5621765,0.15817435,0.8418256
./subject_008_jpeg_q_3/front.png,0.22000709,0.7799929,0.39606816,0.6039318,0.21733752,0.7826625
./subject_008_jpeg_q_3/left.png,0.22815649,0.7718435,0.17781086,0.8221891,0.057493277,0.9425068
./subject_008_qp_level_6/front.png,0.13117322,0.8688268,0.14033625,0.8596637,0.0715912,0.9284088
./subject_008_qp_level_6/left.png,0.19436783,0.8056322,0.14608724,0.8539127,0.063714996,0.936285
./subject_008_qp_level_7/front.png,0.124213,0.87578696,0.1919328,0.8080672,0.17781086,0.8221891
./subject_008_qp_level_7/left.png,0.16451645,0.83548355,0.2814056,0.7185944,0.14608724,0.8539127
./subject_008_qp_level_8/front.png,0.24508502,0.754915,0.47657967,0.5234204,0.49218813,0.50781184
./subject_008_qp_level_8/left.png,0.2658805,0.73411953,0.40733343,0.5926666,0.22000709,0.7799929
./subject_008_qp_level_9/front.png,0.24508502,0.754915,0.61508787,0.38491216,0.6959583,0.30404165
./subject_008_qp_level_9/left.png,0.40733343,0.5926666,0.51952136,0.48047867,0.36296922,0.63703084
