objs,dihedral_angle_mean
./subject_006_gn_sigma_0.15/subject_006_gn_sigma_0.15.obj,0.567095738
./subject_006_gn_sigma_0.2/subject_006_gn_sigma_0.2.obj,0.759669528
./subject_006_jpeg_q_10/subject_006_jpeg_q_10.obj,0.120343708
./subject_006_jpeg_q_15/subject_006_jpeg_q_15.obj,0.120343708
./subject_006_jpeg_q_20/subject_006_jpeg_q_20.obj,0.120343708
./subject_006_jpeg_q_3/subject_006_jpeg_q_3.obj,0.120343708
./subject_006_qp_level_6/subject_006_qp_level_6.obj,1.556106499
./subject_006_qp_level_7/subject_006_qp_level_7.obj,1.503395443
./subject_006_qp_level_8/subject_006_qp_level_8.obj,1.170512279
./subject_006_qp_level_9/subject_006_qp_level_9.obj,0.525419263
./subject_006_qt_level_10/subject_006_qt_level_10.obj,0.167481769
./subject_006_qt_level_7/subject_006_qt_level_7.obj,0.167481769
./subject_006_qt_level_8/subject_006_qt_level_8.obj,0.167481769
./subject_006_qt_level_9/subject_006_qt_level_9.obj,0.167481769
./subject_006_simp_rate_0.05/subject_006_simp_rate_0.05.obj,0.146272153
./subject_006_simp_rate_0.1/subject_006_simp_rate_0.1.obj,0.150971923
./subject_006_simp_rate_0.2/subject_006_simp_rate_0.2.obj,0.143961012
./subject_006_simp_rate_0.4/subject_006_simp_rate_0.4.obj,0.142409159
./subject_006_sub_rate_16/subject_006_sub_rate_16.obj,0.120343708
./subject_006_sub_rate_2/subject_006_sub_rate_2.obj,0.120343708
./subject_006_sub_rate_4/subject_006_sub_rate_4.obj,0.120343708
./subject_006_sub_rate_8/subject_006_sub_rate_8.obj,0.120343708
./subject_007_cn_sigma_20/subject_007_cn_sigma_20.obj,0.094190136
./subject_007_cn_sigma_40/subject_007_cn_sigma_40.obj,0.094190136
./subject_007_cn_sigma_60/subject_007_cn_sigma_60.obj,0.094190136
./subject_007_cn_sigma_80/subject_007_cn_sigma_80.obj,0.094190136
./subject_007_gn_sigma_0.05/subject_007_gn_sigma_0.05.obj,0.171713194
./subject_007_gn_sigma_0.1/subject_007_gn_sigma_0.1.obj,0.30579595
./subject_007_gn_sigma_0.15/subject_007_gn_sigma_0.15.obj,0.466965153
./subject_007_gn_sigma_0.2/subject_007_gn_sigma_0.2.obj,0.633346761
./subject_007_jpeg_q_10/subject_007_jpeg_q_10.obj,0.094190136
./subject_007_jpeg_q_15/subject_007_jpeg_q_15.obj,0.094190136
./subject_007_jpeg_q_20/subject_007_jpeg_q_20.obj,0.094190136
./subject_007_jpeg_q_3/subject_007_jpeg_q_3.obj,0.094190136
./subject_007_qp_level_6/subject_007_qp_level_6.obj,1.553385838
./subject_007_qp_level_7/subject_007_qp_level_7.obj,1.494717639
./subject_007_qp_level_8/subject_007_qp_level_8.obj,1.067035007
./subject_007_qp_level_9/subject_007_qp_level_9.obj,0.440497367
./subject_007_qt_level_10/subject_007_qt_level_10.obj,0.139773896
./subject_007_qt_level_7/subject_007_qt_level_7.obj,0.139773896
./subject_007_qt_level_8/subject_007_qt_level_8.obj,0.139773896
./subject_007_qt_level_9/subject_007_qt_level_9.obj,0.139773896
./subject_007_simp_rate_0.05/subject_007_simp_rate_0.05.obj,0.134339692
./subject_007_simp_rate_0.1/subject_007_simp_rate_0.1.obj,0.12871217
./subject_007_simp_rate_0.2/subject_007_simp_rate_0.2.obj,0.121023718
./subject_007_simp_rate_0.4/subject_007_simp_rate_0.4.obj,0.113609639
./subject_007_sub_rate_16/subject_007_sub_rate_16.obj,0.094190136
./subject_007_sub_rate_2/subject_007_sub_rate_2.obj,0.094190136
./subject_007_sub_rate_4/subject_007_sub_rate_4.obj,0.094190136
./subject_007_sub_rate_8/subject_007_sub_rate_8.obj,0.094190136
./subject_008_cn_sigma_20/subject_008_cn_sigma_20.obj,0.096095815
./subject_008_cn_sigma_40/subject_008_cn_sigma_40.obj,0.096095815
./subject_008_cn_sigma_60/subject_008_cn_sigma_60.obj,0.096095815
./subject_008_cn_sigma_80/subject_008_cn_sigma_80.obj,0.096095815
./subject_008_gn_sigma_0.05/subject_008_gn_sigma_0.05.obj,0.176294664
./subject_008_gn_sigma_0.1/subject_008_gn_sigma_0.1.obj,0.322298532
./subject_008_gn_sigma_0.15/subject_008_gn_sigma_0.15.obj,0.48878389
./subject_008_gn_sigma_0.2/subject_008_gn_sigma_0.2.obj,0.662118112
./subject_008_jpeg_q_10/subject_008_jpeg_q_10.obj,0.096095815
./subject_008_jpeg_q_15/subject_008_jpeg_q_15.obj,0.096095815
./subject_008_jpeg_q_20/subject_008_jpeg_q_20.obj,0.096095815
./subject_008_jpeg_q_3/subject_008_jpeg_q_3.obj,0.096095815
./subject_008_qp_level_6/subject_008_qp_level_6.obj,1.551461567
./subject_008_qp_level_7/subject_008_qp_level_7.obj,1.474965652
./subject_008_qp_level_8/subject_008_qp_level_8.obj,1.059721929
./subject_008_qp_level_9/subject_008_qp_level_9.obj,0.474913614
./subject_008_qt_level_10/subject_008_qt_level_10.obj,0.141227523
./subject_008_qt_level_7/subject_008_qt_level_7.obj,0.141227523
./subject_008_qt_level_8/subject_008_qt_level_8.obj,0.141227523
./subject_008_qt_level_9/subject_008_qt_level_9.obj,0.141227523
./subject_008_simp_rate_0.05/subject_008_simp_rate_0.05.obj,0.173744895
./subject_008_simp_rate_0.1/subject_008_simp_rate_0.1.obj,0.153206868
./subject_008_simp_rate_0.2/subject_008_simp_rate_0.2.obj,0.135648806
./subject_008_simp_rate_0.4/subject_008_simp_rate_0.4.obj,0.121790351
./subject_008_sub_rate_16/subject_008_sub_rate_16.obj,0.096095815
./subject_008_sub_rate_2/subject_008_sub_rate_2.obj,0.096095815
./subject_008_sub_rate_4/subject_008_sub_rate_4.obj,0.096095815
./subject_008_sub_rate_8/subject_008_sub_rate_8.obj,0.096095815
./subject_013_cn_sigma_20/subject_013_cn_sigma_20.obj,0.093561048
./subject_013_cn_sigma_40/subject_013_cn_sigma_40.obj,0.093561048
./subject_013_cn_sigma_60/subject_013_cn_sigma_60.obj,0.093561048
./subject_013_cn_sigma_80/subject_013_cn_sigma_80.obj,0.093561048
./subject_013_gn_sigma_0.05/subject_013_gn_sigma_0.05.obj,0.19139078
./subject_013_gn_sigma_0.1/subject_013_gn_sigma_0.1.obj,0.361317252
./subject_013_gn_sigma_0.15/subject_013_gn_sigma_0.15.obj,0.554590066
./subject_013_gn_sigma_0.2/subject_013_gn_sigma_0.2.obj,0.750220609
./subject_013_jpeg_q_10/subject_013_jpeg_q_10.obj,0.093561048
./subject_013_jpeg_q_15/subject_013_jpeg_q_15.obj,0.093561048
./subject_013_jpeg_q_20/subject_013_jpeg_q_20.obj,0.093561048
./subject_013_jpeg_q_3/subject_013_jpeg_q_3.obj,0.093561048
./subject_013_qp_level_6/subject_013_qp_level_6.obj,1.555166507
./subject_013_qp_level_7/subject_013_qp_level_7.obj,1.503611022
./subject_013_qp_level_8/subject_013_qp_level_8.obj,1.12887404
./subject_013_qp_level_9/subject_013_qp_level_9.obj,0.466067022
./subject_013_qt_level_10/subject_013_qt_level_10.obj,0.14413885
./subject_013_qt_level_7/subject_013_qt_level_7.obj,0.14413885
./subject_013_qt_level_8/subject_013_qt_level_8.obj,0.14413885
./subject_013_qt_level_9/subject_013_qt_level_9.obj,0.14413885
./subject_013_simp_rate_0.05/subject_013_simp_rate_0.05.obj,0.145565901
./subject_013_simp_rate_0.1/subject_013_simp_rate_0.1.obj,0.136941548
./subject_013_simp_rate_0.2/subject_013_simp_rate_0.2.obj,0.125151722
./subject_013_simp_rate_0.4/subject_013_simp_rate_0.4.obj,0.115865061
./subject_013_sub_rate_16/subject_013_sub_rate_16.obj,0.093561048
./subject_013_sub_rate_2/subject_013_sub_rate_2.obj,0.093561048
./subject_013_sub_rate_4/subject_013_sub_rate_4.obj,0.093561048
./subject_013_sub_rate_8/subject_013_sub_rate_8.obj,0.093561048
./subject_015_cn_sigma_20/subject_015_cn_sigma_20.obj,0.097809387
./subject_015_cn_sigma_40/subject_015_cn_sigma_40.obj,0.097809387
./subject_015_cn_sigma_60/subject_015_cn_sigma_60.obj,0.097809387
./subject_015_cn_sigma_80/subject_015_cn_sigma_80.obj,0.097809387
./subject_015_gn_sigma_0.05/subject_015_gn_sigma_0.05.obj,0.184052679
./subject_015_gn_sigma_0.1/subject_015_gn_sigma_0.1.obj,0.333272991
./subject_015_gn_sigma_0.15/subject_015_gn_sigma_0.15.obj,0.512312265
./subject_015_gn_sigma_0.2/subject_015_gn_sigma_0.2.obj,0.694614808
./subject_015_jpeg_q_10/subject_015_jpeg_q_10.obj,0.097809387
./subject_015_jpeg_q_15/subject_015_jpeg_q_15.obj,0.097809387
./subject_015_jpeg_q_20/subject_015_jpeg_q_20.obj,0.097809387
./subject_015_jpeg_q_3/subject_015_jpeg_q_3.obj,0.097809387
./subject_015_qp_level_6/subject_015_qp_level_6.obj,1.553525056
./subject_015_qp_level_7/subject_015_qp_level_7.obj,1.49654719
./subject_015_qp_level_8/subject_015_qp_level_8.obj,1.099173274
./subject_015_qp_level_9/subject_015_qp_level_9.obj,0.464164374
./subject_015_qt_level_10/subject_015_qt_level_10.obj,0.144671397
./subject_015_qt_level_7/subject_015_qt_level_7.obj,0.144671397
./subject_015_qt_level_8/subject_015_qt_level_8.obj,0.144671397
./subject_015_qt_level_9/subject_015_qt_level_9.obj,0.144671397
./subject_015_simp_rate_0.05/subject_015_simp_rate_0.05.obj,0.144426964
./subject_015_simp_rate_0.1/subject_015_simp_rate_0.1.obj,0.138294377
./subject_015_simp_rate_0.2/subject_015_simp_rate_0.2.obj,0.126963814
./subject_015_simp_rate_0.4/subject_015_simp_rate_0.4.obj,0.118713271
./subject_015_sub_rate_16/subject_015_sub_rate_16.obj,0.097809387
./subject_015_sub_rate_2/subject_015_sub_rate_2.obj,0.097809387
./subject_015_sub_rate_4/subject_015_sub_rate_4.obj,0.097809387
./subject_015_sub_rate_8/subject_015_sub_rate_8.obj,0.097809387
./subject_021_cn_sigma_20/subject_021_cn_sigma_20.obj,0.097798725
./subject_021_cn_sigma_40/subject_021_cn_sigma_40.obj,0.097798725
./subject_021_cn_sigma_60/subject_021_cn_sigma_60.obj,0.097798725
./subject_021_cn_sigma_80/subject_021_cn_sigma_80.obj,0.097798725
./subject_021_gn_sigma_0.05/subject_021_gn_sigma_0.05.obj,0.222571311
./subject_021_gn_sigma_0.1/subject_021_gn_sigma_0.1.obj,0.434435449
./subject_021_gn_sigma_0.15/subject_021_gn_sigma_0.15.obj,0.670706053
./subject_021_gn_sigma_0.2/subject_021_gn_sigma_0.2.obj,0.888480326
./subject_021_jpeg_q_10/subject_021_jpeg_q_10.obj,0.097798725
./subject_021_jpeg_q_15/subject_021_jpeg_q_15.obj,0.097798725
./subject_021_jpeg_q_20/subject_021_jpeg_q_20.obj,0.097798725
./subject_021_jpeg_q_3/subject_021_jpeg_q_3.obj,0.097798725
./subject_021_qp_level_6/subject_021_qp_level_6.obj,1.554049452
./subject_021_qp_level_7/subject_021_qp_level_7.obj,1.492634884
./subject_021_qp_level_8/subject_021_qp_level_8.obj,1.102912445
./subject_021_qp_level_9/subject_021_qp_level_9.obj,0.441495135
./subject_021_qt_level_10/subject_021_qt_level_10.obj,0.144785331
./subject_021_qt_level_7/subject_021_qt_level_7.obj,0.144785331
./subject_021_qt_level_8/subject_021_qt_level_8.obj,0.144785331
./subject_021_qt_level_9/subject_021_qt_level_9.obj,0.144785331
./subject_021_simp_rate_0.05/subject_021_simp_rate_0.05.obj,0.14465564
./subject_021_simp_rate_0.1/subject_021_simp_rate_0.1.obj,0.140336687
./subject_021_simp_rate_0.2/subject_021_simp_rate_0.2.obj,0.129141712
./subject_021_simp_rate_0.4/subject_021_simp_rate_0.4.obj,0.125493422
./subject_021_sub_rate_16/subject_021_sub_rate_16.obj,0.097798725
./subject_021_sub_rate_2/subject_021_sub_rate_2.obj,0.097798725
./subject_021_sub_rate_4/subject_021_sub_rate_4.obj,0.097798725
./subject_021_sub_rate_8/subject_021_sub_rate_8.obj,0.097798725
./subject_023_cn_sigma_20/subject_023_cn_sigma_20.obj,0.0834185
./subject_023_cn_sigma_40/subject_023_cn_sigma_40.obj,0.0834185
./subject_023_cn_sigma_60/subject_023_cn_sigma_60.obj,0.0834185
./subject_023_cn_sigma_80/subject_023_cn_sigma_80.obj,0.0834185
./subject_023_gn_sigma_0.05/subject_023_gn_sigma_0.05.obj,0.217696996
./subject_023_gn_sigma_0.1/subject_023_gn_sigma_0.1.obj,0.434972033
./subject_023_gn_sigma_0.15/subject_023_gn_sigma_0.15.obj,0.664455213
./subject_023_gn_sigma_0.2/subject_023_gn_sigma_0.2.obj,0.868352072
./subject_023_jpeg_q_10/subject_023_jpeg_q_10.obj,0.0834185
./subject_023_jpeg_q_15/subject_023_jpeg_q_15.obj,0.0834185
./subject_023_jpeg_q_20/subject_023_jpeg_q_20.obj,0.0834185
./subject_023_jpeg_q_3/subject_023_jpeg_q_3.obj,0.0834185
./subject_023_qp_level_6/subject_023_qp_level_6.obj,1.554742353
./subject_023_qp_level_7/subject_023_qp_level_7.obj,1.497507431
./subject_023_qp_level_8/subject_023_qp_level_8.obj,1.119976529
./subject_023_qp_level_9/subject_023_qp_level_9.obj,0.51513455
./subject_023_qt_level_10/subject_023_qt_level_10.obj,0.139060297
./subject_023_qt_level_7/subject_023_qt_level_7.obj,0.139060297
./subject_023_qt_level_8/subject_023_qt_level_8.obj,0.139060297
./subject_023_qt_level_9/subject_023_qt_level_9.obj,0.139060297
./subject_023_simp_rate_0.05/subject_023_simp_rate_0.05.obj,0.120534827
./subject_023_simp_rate_0.1/subject_023_simp_rate_0.1.obj,0.117792011
./subject_023_simp_rate_0.2/subject_023_simp_rate_0.2.obj,0.109608921
./subject_023_simp_rate_0.4/subject_023_simp_rate_0.4.obj,0.101713938
./subject_023_sub_rate_16/subject_023_sub_rate_16.obj,0.0834185
./subject_023_sub_rate_2/subject_023_sub_rate_2.obj,0.0834185
./subject_023_sub_rate_4/subject_023_sub_rate_4.obj,0.0834185
./subject_023_sub_rate_8/subject_023_sub_rate_8.obj,0.0834185
./subject_037_cn_sigma_20/subject_037_cn_sigma_20.obj,0.080972745
./subject_037_cn_sigma_40/subject_037_cn_sigma_40.obj,0.080972745
./subject_037_cn_sigma_60/subject_037_cn_sigma_60.obj,0.080972745
./subject_037_cn_sigma_80/subject_037_cn_sigma_80.obj,0.080972745
./subject_037_gn_sigma_0.05/subject_037_gn_sigma_0.05.obj,0.211674488
./subject_037_gn_sigma_0.1/subject_037_gn_sigma_0.1.obj,0.419259598
./subject_037_gn_sigma_0.15/subject_037_gn_sigma_0.15.obj,0.651131743
./subject_037_gn_sigma_0.2/subject_037_gn_sigma_0.2.obj,0.863824607
./subject_037_jpeg_q_10/subject_037_jpeg_q_10.obj,0.080972745
./subject_037_jpeg_q_15/subject_037_jpeg_q_15.obj,0.080972745
./subject_037_jpeg_q_20/subject_037_jpeg_q_20.obj,0.080972745
./subject_037_jpeg_q_3/subject_037_jpeg_q_3.obj,0.080972745
./subject_037_qp_level_6/subject_037_qp_level_6.obj,1.554595669
./subject_037_qp_level_7/subject_037_qp_level_7.obj,1.496479519
./subject_037_qp_level_8/subject_037_qp_level_8.obj,1.127699517
./subject_037_qp_level_9/subject_037_qp_level_9.obj,0.446251436
./subject_037_qt_level_10/subject_037_qt_level_10.obj,0.136397865
./subject_037_qt_level_7/subject_037_qt_level_7.obj,0.136397865
./subject_037_qt_level_8/subject_037_qt_level_8.obj,0.136397865
./subject_037_qt_level_9/subject_037_qt_level_9.obj,0.136397865
./subject_037_simp_rate_0.05/subject_037_simp_rate_0.05.obj,0.125382176
./subject_037_simp_rate_0.1/subject_037_simp_rate_0.1.obj,0.119026705
./subject_037_simp_rate_0.2/subject_037_simp_rate_0.2.obj,0.110123321
./subject_037_simp_rate_0.4/subject_037_simp_rate_0.4.obj,0.108284112
./subject_037_sub_rate_16/subject_037_sub_rate_16.obj,0.080972745
./subject_037_sub_rate_2/subject_037_sub_rate_2.obj,0.080972745
./subject_037_sub_rate_4/subject_037_sub_rate_4.obj,0.080972745
./subject_037_sub_rate_8/subject_037_sub_rate_8.obj,0.080972745
./subject_038_cn_sigma_20/subject_038_cn_sigma_20.obj,0.106916343
./subject_038_cn_sigma_40/subject_038_cn_sigma_40.obj,0.106916343
./subject_038_cn_sigma_60/subject_038_cn_sigma_60.obj,0.106916343
./subject_038_cn_sigma_80/subject_038_cn_sigma_80.obj,0.106916343
./subject_038_gn_sigma_0.05/subject_038_gn_sigma_0.05.obj,0.186229033
./subject_038_gn_sigma_0.1/subject_038_gn_sigma_0.1.obj,0.333215952
./subject_038_gn_sigma_0.15/subject_038_gn_sigma_0.15.obj,0.505406642
./subject_038_gn_sigma_0.2/subject_038_gn_sigma_0.2.obj,0.680817121
./subject_038_jpeg_q_10/subject_038_jpeg_q_10.obj,0.106916343
./subject_038_jpeg_q_15/subject_038_jpeg_q_15.obj,0.106916343
./subject_038_jpeg_q_20/subject_038_jpeg_q_20.obj,0.106916343
./subject_038_jpeg_q_3/subject_038_jpeg_q_3.obj,0.106916343
./subject_038_qp_level_6/subject_038_qp_level_6.obj,1.55221037
./subject_038_qp_level_7/subject_038_qp_level_7.obj,1.477584317
./subject_038_qp_level_8/subject_038_qp_level_8.obj,1.072275485
./subject_038_qp_level_9/subject_038_qp_level_9.obj,0.467907398
./subject_038_qt_level_10/subject_038_qt_level_10.obj,0.149152465
./subject_038_qt_level_7/subject_038_qt_level_7.obj,0.149152465
./subject_038_qt_level_8/subject_038_qt_level_8.obj,0.149152465
./subject_038_qt_level_9/subject_038_qt_level_9.obj,0.149152465
./subject_038_simp_rate_0.05/subject_038_simp_rate_0.05.obj,0.174936089
./subject_038_simp_rate_0.1/subject_038_simp_rate_0.1.obj,0.159529997
./subject_038_simp_rate_0.2/subject_038_simp_rate_0.2.obj,0.142477641
./subject_038_simp_rate_0.4/subject_038_simp_rate_0.4.obj,0.131422008
./subject_038_sub_rate_16/subject_038_sub_rate_16.obj,0.106916343
./subject_038_sub_rate_2/subject_038_sub_rate_2.obj,0.106916343
./subject_038_sub_rate_4/subject_038_sub_rate_4.obj,0.106916343
./subject_038_sub_rate_8/subject_038_sub_rate_8.obj,0.106916343
./subject_045_cn_sigma_20/subject_045_cn_sigma_20.obj,0.098519735
./subject_045_cn_sigma_40/subject_045_cn_sigma_40.obj,0.098519735
./subject_045_cn_sigma_60/subject_045_cn_sigma_60.obj,0.098519735
./subject_045_cn_sigma_80/subject_045_cn_sigma_80.obj,0.098519735
./subject_045_gn_sigma_0.05/subject_045_gn_sigma_0.05.obj,0.187317179
./subject_045_gn_sigma_0.1/subject_045_gn_sigma_0.1.obj,0.3440437
./subject_045_gn_sigma_0.15/subject_045_gn_sigma_0.15.obj,0.523869676
./subject_045_gn_sigma_0.2/subject_045_gn_sigma_0.2.obj,0.707480609
./subject_045_jpeg_q_10/subject_045_jpeg_q_10.obj,0.098519735
./subject_045_jpeg_q_15/subject_045_jpeg_q_15.obj,0.098519735
./subject_045_jpeg_q_20/subject_045_jpeg_q_20.obj,0.098519735
./subject_045_jpeg_q_3/subject_045_jpeg_q_3.obj,0.098519735
./subject_045_qp_level_6/subject_045_qp_level_6.obj,1.557229588
./subject_045_qp_level_7/subject_045_qp_level_7.obj,1.511287163
./subject_045_qp_level_8/subject_045_qp_level_8.obj,1.184660114
./subject_045_qp_level_9/subject_045_qp_level_9.obj,0.539597935
./subject_045_qt_level_10/subject_045_qt_level_10.obj,0.152916179
./subject_045_qt_level_7/subject_045_qt_level_7.obj,0.152916179
./subject_045_qt_level_8/subject_045_qt_level_8.obj,0.152916179
./subject_045_qt_level_9/subject_045_qt_level_9.obj,0.152916179
./subject_045_simp_rate_0.05/subject_045_simp_rate_0.05.obj,0.154769162
./subject_045_simp_rate_0.1/subject_045_simp_rate_0.1.obj,0.142335075
./subject_045_simp_rate_0.2/subject_045_simp_rate_0.2.obj,0.129235646
./subject_045_simp_rate_0.4/subject_045_simp_rate_0.4.obj,0.12191436
./subject_045_sub_rate_16/subject_045_sub_rate_16.obj,0.098519735
./subject_045_sub_rate_2/subject_045_sub_rate_2.obj,0.098519735
./subject_045_sub_rate_4/subject_045_sub_rate_4.obj,0.098519735
./subject_045_sub_rate_8/subject_045_sub_rate_8.obj,0.098519735
./subject_051_cn_sigma_20/subject_051_cn_sigma_20.obj,0.079008078
./subject_051_cn_sigma_40/subject_051_cn_sigma_40.obj,0.079008078
./subject_051_cn_sigma_60/subject_051_cn_sigma_60.obj,0.079008078
./subject_051_cn_sigma_80/subject_051_cn_sigma_80.obj,0.079008078
./subject_051_gn_sigma_0.05/subject_051_gn_sigma_0.05.obj,0.168399743
./subject_051_gn_sigma_0.1/subject_051_gn_sigma_0.1.obj,0.31565849
./subject_051_gn_sigma_0.15/subject_051_gn_sigma_0.15.obj,0.484263591
./subject_051_gn_sigma_0.2/subject_051_gn_sigma_0.2.obj,0.659163739
./subject_051_jpeg_q_10/subject_051_jpeg_q_10.obj,0.079008078
./subject_051_jpeg_q_15/subject_051_jpeg_q_15.obj,0.079008078
./subject_051_jpeg_q_20/subject_051_jpeg_q_20.obj,0.079008078
./subject_051_jpeg_q_3/subject_051_jpeg_q_3.obj,0.079008078
./subject_051_qp_level_6/subject_051_qp_level_6.obj,1.552497013
./subject_051_qp_level_7/subject_051_qp_level_7.obj,1.485413732
./subject_051_qp_level_8/subject_051_qp_level_8.obj,1.053638896
./subject_051_qp_level_9/subject_051_qp_level_9.obj,0.438218816
./subject_051_qt_level_10/subject_051_qt_level_10.obj,0.130103551
./subject_051_qt_level_7/subject_051_qt_level_7.obj,0.130103551
./subject_051_qt_level_8/subject_051_qt_level_8.obj,0.130103551
./subject_051_qt_level_9/subject_051_qt_level_9.obj,0.130103551
./subject_051_simp_rate_0.05/subject_051_simp_rate_0.05.obj,0.146643843
./subject_051_simp_rate_0.1/subject_051_simp_rate_0.1.obj,0.128522021
./subject_051_simp_rate_0.2/subject_051_simp_rate_0.2.obj,0.114033429
./subject_051_simp_rate_0.4/subject_051_simp_rate_0.4.obj,0.100701567
./subject_051_sub_rate_16/subject_051_sub_rate_16.obj,0.079008078
./subject_051_sub_rate_2/subject_051_sub_rate_2.obj,0.079008078
./subject_051_sub_rate_4/subject_051_sub_rate_4.obj,0.079008078
./subject_051_sub_rate_8/subject_051_sub_rate_8.obj,0.079008078
./subject_053_cn_sigma_20/subject_053_cn_sigma_20.obj,0.098451494
./subject_053_cn_sigma_40/subject_053_cn_sigma_40.obj,0.098451494
./subject_053_cn_sigma_60/subject_053_cn_sigma_60.obj,0.098451494
./subject_053_cn_sigma_80/subject_053_cn_sigma_80.obj,0.098451494
./subject_053_gn_sigma_0.05/subject_053_gn_sigma_0.05.obj,0.211318203
./subject_053_gn_sigma_0.1/subject_053_gn_sigma_0.1.obj,0.406746944
./subject_053_gn_sigma_0.15/subject_053_gn_sigma_0.15.obj,0.623501679
./subject_053_gn_sigma_0.2/subject_053_gn_sigma_0.2.obj,0.825170966
